# STATION: KATL,,
# STATION NAME: Atlanta, Hartsfield - Jackson Atlanta International Airport,
# LATITUDE: 33.64028,,
# LONGITUDE: -84.42694,,
# ELEVATION [ft]: 1027,,
# STATE: GA,,
Station_ID,Date_Time,cloud_layer_2_code_set_1
,,code
KATL,01/02/2017 17:05 EST,803
KATL,01/02/2017 17:10 EST,803
KATL,01/02/2017 17:15 EST,803
KATL,01/02/2017 17:20 EST,803
KATL,01/02/2017 17:25 EST,803
KATL,01/02/2017 17:30 EST,803
KATL,01/02/2017 17:35 EST,803
KATL,01/02/2017 17:40 EST,803
KATL,01/02/2017 17:45 EST,803
KATL,01/02/2017 17:50 EST,803
KATL,01/02/2017 17:52 EST,202
KATL,01/02/2017 17:55 EST,804
KATL,01/02/2017 17:59 EST,202
KATL,01/02/2017 18:00 EST,202
KATL,01/02/2017 18:05 EST,202
KATL,01/02/2017 18:10 EST,202
KATL,01/02/2017 18:15 EST,703
KATL,01/02/2017 18:20 EST,703
KATL,01/02/2017 18:25 EST,703
KATL,01/02/2017 18:30 EST,703
KATL,01/02/2017 18:35 EST,703
KATL,01/02/2017 18:40 EST,703
KATL,01/02/2017 18:43 EST,206
KATL,01/02/2017 18:45 EST,206
KATL,01/02/2017 18:50 EST,206
KATL,01/02/2017 18:52 EST,152
KATL,01/02/2017 18:55 EST,152
KATL,01/02/2017 19:00 EST,152
KATL,01/02/2017 19:05 EST,152
KATL,01/02/2017 19:10 EST,152
KATL,01/02/2017 19:15 EST,152
KATL,01/02/2017 19:20 EST,152
KATL,01/02/2017 19:25 EST,152
KATL,01/02/2017 19:30 EST,152
KATL,01/02/2017 19:35 EST,152
KATL,01/02/2017 19:38 EST,153
KATL,01/02/2017 19:40 EST,153
KATL,01/02/2017 19:45 EST,153
KATL,01/02/2017 19:50 EST,153
KATL,01/02/2017 19:52 EST,153
KATL,01/02/2017 19:55 EST,153
KATL,01/02/2017 20:00 EST,153
KATL,01/02/2017 20:05 EST,153
KATL,01/02/2017 20:10 EST,153
KATL,01/02/2017 20:15 EST,153
KATL,01/02/2017 20:20 EST,153
KATL,01/02/2017 20:25 EST,153
KATL,01/02/2017 20:30 EST,153
KATL,01/02/2017 20:35 EST,153
KATL,01/02/2017 20:40 EST,153
KATL,01/02/2017 20:44 EST,203
KATL,01/02/2017 20:45 EST,203
KATL,01/02/2017 20:50 EST,203
KATL,01/02/2017 20:52 EST,253
KATL,01/02/2017 20:55 EST,253
KATL,01/02/2017 21:00 EST,253
KATL,01/02/2017 21:05 EST,253
KATL,01/02/2017 21:10 EST,253
KATL,01/02/2017 21:11 EST,303
KATL,01/02/2017 21:15 EST,303
KATL,01/02/2017 21:20 EST,303
KATL,01/02/2017 21:25 EST,303
KATL,01/02/2017 21:30 EST,303
KATL,01/02/2017 21:35 EST,303
KATL,01/02/2017 21:38 EST,203
KATL,01/02/2017 21:40 EST,203
KATL,01/02/2017 21:45 EST,203
KATL,01/02/2017 21:50 EST,
KATL,01/02/2017 21:52 EST,123
KATL,01/02/2017 21:55 EST,123
KATL,01/02/2017 22:00 EST,
KATL,01/02/2017 22:05 EST,123
KATL,01/02/2017 22:10 EST,123
KATL,01/02/2017 22:15 EST,123
KATL,01/02/2017 22:20 EST,123
KATL,01/02/2017 22:25 EST,123
KATL,01/02/2017 22:30 EST,123
KATL,01/02/2017 22:35 EST,123
KATL,01/02/2017 22:40 EST,103
KATL,01/02/2017 22:45 EST,103
KATL,01/02/2017 22:50 EST,
KATL,01/02/2017 22:52 EST,103
KATL,01/02/2017 22:55 EST,103
KATL,01/02/2017 23:00 EST,103
KATL,01/02/2017 23:05 EST,103
KATL,01/02/2017 23:10 EST,103
KATL,01/02/2017 23:13 EST,123
KATL,01/02/2017 23:15 EST,123
KATL,01/02/2017 23:20 EST,123
KATL,01/02/2017 23:25 EST,123
KATL,01/02/2017 23:30 EST,123
KATL,01/02/2017 23:31 EST,123
KATL,01/02/2017 23:35 EST,123
KATL,01/02/2017 23:40 EST,1003
KATL,01/02/2017 23:45 EST,1003
KATL,01/02/2017 23:50 EST,1003
