# STATION: KATL,,
# STATION NAME: Atlanta, Hartsfield - Jackson Atlanta International Airport,
# LATITUDE: 33.64028,,
# LONGITUDE: -84.42694,,
# ELEVATION [ft]: 1027,,
# STATE: GA,,
Station_ID,Date_Time,cloud_layer_1_code_set_1
,,code
KATL,01/02/2017 00:00 EST,34
KATL,01/02/2017 00:05 EST,34
KATL,01/02/2017 00:10 EST,44
KATL,01/02/2017 00:15 EST,44
KATL,01/02/2017 00:20 EST,44
KATL,01/02/2017 00:25 EST,44
KATL,01/02/2017 00:30 EST,34
KATL,01/02/2017 00:35 EST,34
KATL,01/02/2017 00:40 EST,34
KATL,01/02/2017 00:45 EST,24
KATL,01/02/2017 00:50 EST,23
KATL,01/02/2017 00:52 EST,23
KATL,01/02/2017 00:55 EST,24
KATL,01/02/2017 01:00 EST,24
KATL,01/02/2017 01:05 EST,24
KATL,01/02/2017 01:10 EST,24
KATL,01/02/2017 01:15 EST,24
KATL,01/02/2017 01:20 EST,24
KATL,01/02/2017 01:25 EST,24
KATL,01/02/2017 01:30 EST,34
KATL,01/02/2017 01:35 EST,34
KATL,01/02/2017 01:40 EST,34
KATL,01/02/2017 01:45 EST,33
KATL,01/02/2017 01:50 EST,33
KATL,01/02/2017 01:52 EST,33
KATL,01/02/2017 01:55 EST,33
KATL,01/02/2017 02:00 EST,33
KATL,01/02/2017 02:05 EST,33
KATL,01/02/2017 02:10 EST,33
KATL,01/02/2017 02:15 EST,33
KATL,01/02/2017 02:20 EST,33
KATL,01/02/2017 02:25 EST,33
KATL,01/02/2017 02:30 EST,33
KATL,01/02/2017 02:35 EST,33
KATL,01/02/2017 02:40 EST,33
KATL,01/02/2017 02:45 EST,33
KATL,01/02/2017 02:50 EST,33
KATL,01/02/2017 02:52 EST,33
KATL,01/02/2017 02:55 EST,34
KATL,01/02/2017 03:00 EST,34
KATL,01/02/2017 03:05 EST,34
KATL,01/02/2017 03:10 EST,34
KATL,01/02/2017 03:15 EST,34
KATL,01/02/2017 03:20 EST,34
KATL,01/02/2017 03:25 EST,34
KATL,01/02/2017 03:30 EST,34
KATL,01/02/2017 03:35 EST,34
KATL,01/02/2017 03:40 EST,34
KATL,01/02/2017 03:45 EST,34
KATL,01/02/2017 03:50 EST,34
KATL,01/02/2017 03:52 EST,34
KATL,01/02/2017 03:55 EST,34
KATL,01/02/2017 04:00 EST,34
KATL,01/02/2017 04:05 EST,24
KATL,01/02/2017 04:10 EST,24
KATL,01/02/2017 04:15 EST,24
KATL,01/02/2017 04:20 EST,24
KATL,01/02/2017 04:25 EST,24
KATL,01/02/2017 04:30 EST,24
KATL,01/02/2017 04:35 EST,24
KATL,01/02/2017 04:40 EST,24
KATL,01/02/2017 04:45 EST,24
KATL,01/02/2017 04:50 EST,24
KATL,01/02/2017 04:52 EST,24
KATL,01/02/2017 04:55 EST,24
KATL,01/02/2017 05:00 EST,24
KATL,01/02/2017 05:05 EST,24
KATL,01/02/2017 05:10 EST,24
KATL,01/02/2017 05:15 EST,24
KATL,01/02/2017 05:20 EST,24
KATL,01/02/2017 05:25 EST,24
KATL,01/02/2017 05:30 EST,24
KATL,01/02/2017 05:35 EST,34
KATL,01/02/2017 05:40 EST,34
KATL,01/02/2017 05:45 EST,34
KATL,01/02/2017 05:50 EST,34
KATL,01/02/2017 05:52 EST,44
KATL,01/02/2017 05:55 EST,44
KATL,01/02/2017 06:00 EST,44
KATL,01/02/2017 06:05 EST,34
KATL,01/02/2017 06:10 EST,34
KATL,01/02/2017 06:15 EST,34
KATL,01/02/2017 06:20 EST,34
KATL,01/02/2017 06:25 EST,34
KATL,01/02/2017 06:30 EST,34
KATL,01/02/2017 06:35 EST,34
KATL,01/02/2017 06:40 EST,34
KATL,01/02/2017 06:45 EST,34
KATL,01/02/2017 06:50 EST,34
KATL,01/02/2017 06:52 EST,34
KATL,01/02/2017 06:55 EST,34
KATL,01/02/2017 07:00 EST,34
KATL,01/02/2017 07:05 EST,24
KATL,01/02/2017 07:10 EST,24
KATL,01/02/2017 07:15 EST,24
